"action_type","lat","lon","playoffs","season","shot_distance","shot_made_flag","shot_type","opponent","attendance","arena_temp","avgnoisedb","time_remaining_period","game_time"
"Jump Shot",33.8573,-118.0828,0,"2005",26,0,"3PT Field Goal","POR",13929,68,91.26,77,1363
"Jump Shot",33.8913,-118.0748,0,"2005",24,0,"3PT Field Goal","POR",13929,68,91.26,0,1440
"Jump Shot",34.0273,-118.1798,0,"2005",9,0,"2PT Field Goal","POR",13929,68,91.26,608,1552
"Jump Shot",33.8423,-118.4388,0,"2005",26,1,"3PT Field Goal","POR",13929,68,91.26,546,1614
"Driving Layup Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","POR",13929,68,91.26,471,1689
"Jump Shot",33.8253,-118.1348,0,"2005",25,1,"3PT Field Goal","POR",13929,68,91.26,384,1776
"Jump Shot",33.9423,-118.0528,0,"2005",23,0,"3PT Field Goal","POR",13929,68,91.26,345,1815
"Layup Shot",34.0443,-118.2698,0,"2005",0,0,"2PT Field Goal","POR",13929,68,91.26,180,1980
"Reverse Dunk Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","POR",13929,68,91.26,124,2036
"Jump Shot",33.8883,-118.4838,0,"2005",26,1,"3PT Field Goal","POR",13929,68,91.26,92,2068
"Jump Shot",34.0573,-118.4128,0,"2005",14,1,"2PT Field Goal","POR",13929,68,91.26,694,2186
"Jump Shot",34.0243,-118.4408,0,"2005",17,1,"2PT Field Goal","POR",13929,68,91.26,662,2218
"Jump Shot",33.8833,-118.4798,0,"2005",26,0,"3PT Field Goal","POR",13929,68,91.26,535,2345
"Driving Layup Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","POR",13929,68,91.26,390,2490
"Fadeaway Jump Shot",34.0413,-118.1158,0,"2005",15,1,"2PT Field Goal","POR",13929,68,91.26,320,2560
"Jump Shot",33.8963,-118.1498,0,"2005",19,1,"2PT Field Goal","POR",13929,68,91.26,114,2766
"Driving Layup Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","PHX",13779,68,97.3,685,35
"Driving Dunk Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","PHX",13779,68,97.3,661,59
"Jump Shot",33.8633,-118.4588,0,"2005",26,1,"3PT Field Goal","PHX",13779,68,97.3,646,74
"Jump Shot",33.8703,-118.1568,0,"2005",20,0,"2PT Field Goal","PHX",13779,68,97.3,615,105
"Jump Shot",33.9213,-118.0838,0,"2005",22,0,"2PT Field Goal","PHX",13779,68,97.3,480,240
"Layup Shot",34.0443,-118.2698,0,"2005",0,0,"2PT Field Goal","PHX",13779,68,97.3,411,309
"Jump Shot",33.7843,-118.1448,0,"2005",28,0,"3PT Field Goal","PHX",13779,68,97.3,399,321
"Slam Dunk Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","PHX",13779,68,97.3,289,431
"Reverse Layup Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","PHX",13779,68,97.3,206,514
"Reverse Layup Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","PHX",13779,68,97.3,56,664
"Jump Shot",34.0443,-118.0808,0,"2005",18,0,"2PT Field Goal","PHX",13779,68,97.3,1,719
"Jump Shot",33.8223,-118.1288,0,"2005",26,0,"3PT Field Goal","PHX",13779,68,97.3,484,956
"Driving Layup Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","PHX",13779,68,97.3,280,1160
"Turnaround Jump Shot",34.0343,-118.0958,0,"2005",17,1,"2PT Field Goal","PHX",13779,68,97.3,212,1228
"Layup Shot",34.0443,-118.2698,0,"2005",0,0,"2PT Field Goal","PHX",13779,68,97.3,566,1594
"Jump Shot",33.8143,-118.1668,0,"2005",25,0,"3PT Field Goal","PHX",13779,68,97.3,479,1681
"Layup Shot",34.0443,-118.2698,0,"2005",0,0,"2PT Field Goal","PHX",13779,68,97.3,448,1712
"Jump Shot",33.9913,-118.3408,0,"2005",8,0,"2PT Field Goal","PHX",13779,68,97.3,443,1717
"Driving Layup Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","PHX",13779,68,97.3,409,1751
"Layup Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","PHX",13779,68,97.3,311,1849
"Jump Shot",33.9073,-118.1728,0,"2005",16,0,"2PT Field Goal","PHX",13779,68,97.3,73,2087
"Jump Shot",33.8883,-118.2358,0,"2005",15,0,"2PT Field Goal","PHX",13779,68,97.3,709,2171
"Layup Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","PHX",13779,68,97.3,630,2250
"Driving Layup Shot",34.0443,-118.2698,0,"2005",0,0,"2PT Field Goal","PHX",13779,68,97.3,356,2524
"Jump Shot",33.8993,-118.2698,0,"2005",14,1,"2PT Field Goal","NOP",14426,70,95.79,690,30
"Fadeaway Jump Shot",33.9633,-118.1468,0,"2005",14,1,"2PT Field Goal","NOP",14426,70,95.79,634,86
"Driving Layup Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","NOP",14426,70,95.79,525,195
"Jump Shot",33.8683,-118.0828,0,"2005",25,0,"3PT Field Goal","NOP",14426,70,95.79,470,250
"Layup Shot",34.0443,-118.2698,0,"2005",0,0,"2PT Field Goal","NOP",14426,70,95.79,369,351
"Layup Shot",34.0443,-118.2698,0,"2005",0,0,"2PT Field Goal","NOP",14426,70,95.79,199,521
"Jump Shot",33.8533,-118.0978,0,"2005",25,1,"3PT Field Goal","NOP",14426,70,95.79,8,712
"Jump Shot",34.0083,-118.4028,0,"2005",13,0,"2PT Field Goal","NOP",14426,70,95.79,430,1010
"Jump Shot",33.8733,-118.0678,0,"2005",26,1,"3PT Field Goal","NOP",14426,70,95.79,400,1040
"Jump Shot",33.8473,-118.4608,0,"2005",27,1,"3PT Field Goal","NOP",14426,70,95.79,360,1080
"Jump Shot",33.9733,-118.2358,0,"2005",7,0,"2PT Field Goal","NOP",14426,70,95.79,331,1109
"Jump Shot",33.8113,-118.3868,0,"2005",26,0,"3PT Field Goal","NOP",14426,70,95.79,295,1145
"Driving Layup Shot",34.0443,-118.2698,0,"2005",0,1,"2PT Field Goal","NOP",14426,70,95.79,166,1274
"Jump Shot",33.8383,-118.4178,0,"2005",25,1,"3PT Field Goal","NOP",14426,70,95.79,122,1318
"Jump Shot",33.8863,-118.3518,0,"2005",17,1,"2PT Field Goal","NOP",14426,70,95.79,92,1348
"Jump Shot",33.9043,-118.1798,0,"2005",16,1,"2PT Field Goal","NOP",14426,70,95.79,42,1398
"Jump Shot",33.8273,-118.4158,0,"2005",26,0,"3PT Field Goal","NOP",14426,70,95.79,7,1433
"Jump Shot",33.7763,-118.2618,0,"2005",26,0,"3PT Field Goal","NOP",14426,70,95.79,695,1465
"Fadeaway Jump Shot",33.9503,-118.3728,0,"2005",13,0,"2PT Field Goal","NOP",14426,70,95.79,445,1715
"Jump Shot",33.8453,-118.1058,0,"2005",25,0,"3PT Field Goal","NOP",14426,70,95.79,384,1776
"Jump Shot",33.9813,-118.2588,0,"2005",6,0,"2PT Field Goal","NOP",14426,70,95.79,359,1801
"Running Jump Shot",34.0083,-118.3188,0,"2005",6,0,"2PT Field Goal","NOP",14426,70,95.79,297,1863
"Jump Shot",33.9223,-118.4788,0,"2005",24,0,"3PT Field Goal","NOP",14426,70,95.79,201,1959
"Jump Shot",33.9073,-118.2388,0,"2005",14,1,"2PT Field Goal","NOP",14426,70,95.79,182,1978
"Jump Shot",33.9063,-118.1388,0,"2005",19,1,"2PT Field Goal","NOP",14426,70,95.79,156,2004
"Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","SEA",15213,70,94.5,637,83
"Jump Shot",33.9963,-118.4558,0,"2006",19,1,"2PT Field Goal","SEA",15213,70,94.5,441,279
"Dunk Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","SEA",15213,70,94.5,235,485
"Jump Shot",33.9673,-118.1948,0,"2006",10,0,"2PT Field Goal","SEA",15213,70,94.5,391,1049
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","SEA",15213,70,94.5,248,1192
"Reverse Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","SEA",15213,70,94.5,124,1316
"Running Layup Shot",34.0093,-118.2458,0,"2006",4,1,"2PT Field Goal","SEA",15213,70,94.5,60,1380
"Running Finger Roll Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","SEA",15213,70,94.5,24,1416
"Turnaround Jump Shot",34.0043,-118.2568,0,"2006",4,1,"2PT Field Goal","SEA",15213,70,94.5,437,1723
"Driving Dunk Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","SEA",15213,70,94.5,407,1753
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","SEA",15213,70,94.5,262,1898
"Jump Shot",33.9303,-118.4158,0,"2006",18,0,"2PT Field Goal","SEA",15213,70,94.5,698,2182
"Jump Shot",34.0343,-118.3288,0,"2006",5,0,"2PT Field Goal","SEA",15213,70,94.5,117,2763
"Reverse Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","SEA",15576,71,91.73,309,411
"Jump Shot",33.8503,-118.4258,0,"2006",24,0,"3PT Field Goal","SEA",15576,71,91.73,279,441
"Jump Shot",33.7643,-118.2588,0,"2006",28,0,"3PT Field Goal","SEA",15576,71,91.73,154,1286
"Turnaround Jump Shot",34.0393,-118.1648,0,"2006",10,0,"2PT Field Goal","SEA",15576,71,91.73,705,1455
"Jump Shot",34.0083,-118.4588,0,"2006",19,1,"2PT Field Goal","SEA",15576,71,91.73,672,1488
"Jump Shot",33.9043,-118.4408,0,"2006",22,1,"2PT Field Goal","SEA",15576,71,91.73,614,1546
"Jump Shot",33.9993,-118.4998,0,"2006",23,0,"3PT Field Goal","SEA",15576,71,91.73,402,1758
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","SEA",15576,71,91.73,207,1953
"Jump Shot",33.8803,-118.2748,0,"2006",16,1,"2PT Field Goal","SEA",15576,71,91.73,650,2230
"Jump Shot",33.8153,-118.4008,0,"2006",26,0,"3PT Field Goal","SEA",15576,71,91.73,305,2575
"Jump Shot",33.9113,-118.2988,0,"2006",13,0,"2PT Field Goal","MIN",17035,69,97.29,635,85
"Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","MIN",17035,69,97.29,537,183
"Jump Shot",33.8763,-118.1928,0,"2006",18,1,"2PT Field Goal","MIN",17035,69,97.29,455,265
"Jump Shot",33.9573,-118.2718,0,"2006",8,1,"2PT Field Goal","MIN",17035,69,97.29,149,571
"Driving Finger Roll Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","MIN",17035,69,97.29,284,1156
"Jump Shot",33.9783,-118.2898,0,"2006",6,1,"2PT Field Goal","MIN",17035,69,97.29,84,2076
"Jump Shot",33.8943,-118.4098,0,"2006",20,0,"2PT Field Goal","MIN",17035,69,97.29,97,2783
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","POR",14822,72,99.31,565,155
"Jump Shot",33.9043,-118.1028,0,"2006",21,0,"2PT Field Goal","POR",14822,72,99.31,551,169
"Jump Shot",34.0113,-118.2648,0,"2006",3,1,"2PT Field Goal","POR",14822,72,99.31,495,225
"Reverse Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","POR",14822,72,99.31,648,792
"Jump Shot",33.9113,-118.2648,0,"2006",13,1,"2PT Field Goal","POR",14822,72,99.31,292,1148
"Jump Shot",33.8373,-118.2268,0,"2006",21,1,"2PT Field Goal","POR",14822,72,99.31,701,1459
"Turnaround Jump Shot",34.0493,-118.4358,0,"2006",16,0,"2PT Field Goal","POR",14822,72,99.31,622,1538
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","POR",14822,72,99.31,373,1787
"Jump Shot",33.7843,-118.2438,0,"2006",26,0,"3PT Field Goal","POR",14822,72,99.31,304,1856
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","POR",14822,72,99.31,251,1909
"Running Layup Shot",34.0183,-118.2668,0,"2006",2,1,"2PT Field Goal","POR",14822,72,99.31,212,1948
"Jump Shot",33.8193,-118.1748,0,"2006",24,0,"3PT Field Goal","POR",14822,72,99.31,2,2158
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","POR",14822,72,99.31,101,2779
"Jump Shot",33.8943,-118.4848,0,"2006",26,0,"3PT Field Goal","POR",14822,72,99.31,73,2807
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","POR",14822,72,99.31,40,2840
"Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","DET",14012,70,94.31,210,1230
"Jump Shot",33.8153,-118.1668,0,"2006",25,0,"3PT Field Goal","DET",14012,70,94.31,671,1489
"Fadeaway Jump Shot",34.0673,-118.1258,0,"2006",14,1,"2PT Field Goal","DET",14012,70,94.31,492,2388
"Jump Shot",33.9833,-118.2208,0,"2006",7,1,"2PT Field Goal","DET",14012,70,94.31,367,2513
"Jump Shot",33.8403,-118.4238,0,"2006",25,1,"3PT Field Goal","DET",14012,70,94.31,341,2539
"Turnaround Jump Shot",34.0553,-118.4408,0,"2006",17,1,"2PT Field Goal","DET",14012,70,94.31,125,2755
"Jump Shot",34.0473,-118.4558,0,"2006",18,0,"2PT Field Goal","MEM",15761,69,96.06,646,74
"Jump Shot",33.8763,-118.4148,0,"2006",22,1,"2PT Field Goal","MEM",15761,69,96.06,603,117
"Jump Shot",33.8703,-118.1438,0,"2006",21,1,"2PT Field Goal","MEM",15761,69,96.06,536,184
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","MEM",15761,69,96.06,131,589
"Jump Shot",33.9213,-118.1138,0,"2006",19,1,"2PT Field Goal","MEM",15761,69,96.06,22,698
"Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","MEM",15761,69,96.06,175,1265
"Jump Shot",33.8503,-118.4418,0,"2006",25,0,"3PT Field Goal","MEM",15761,69,96.06,141,1299
"Jump Shot",33.9803,-118.1238,0,"2006",15,0,"2PT Field Goal","MEM",15761,69,96.06,30,1410
"Jump Shot",34.0063,-118.2088,0,"2006",7,0,"2PT Field Goal","MEM",15761,69,96.06,668,1492
"Jump Shot",33.8913,-118.1318,0,"2006",20,0,"2PT Field Goal","MEM",15761,69,96.06,231,1929
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","MEM",15761,69,96.06,199,1961
"Jump Shot",33.7943,-118.2698,0,"2006",25,1,"3PT Field Goal","MEM",15761,69,96.06,164,2716
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","MEM",15761,69,96.06,93,2787
"Jump Shot",33.7873,-118.2698,0,"2006",25,0,"3PT Field Goal","MEM",15761,69,96.06,61,2819
"Jump Shot",33.9653,-118.2228,0,"2006",9,1,"2PT Field Goal","MEM",15761,69,96.06,34,2846
"Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","TOR",15958,68,91.72,430,290
"Jump Shot",33.8633,-118.3158,0,"2006",18,0,"2PT Field Goal","TOR",15958,68,91.72,403,317
"Jump Shot",34.0013,-118.2728,0,"2006",4,1,"2PT Field Goal","TOR",15958,68,91.72,36,684
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","TOR",15958,68,91.72,617,823
"Jump Shot",33.9163,-118.1548,0,"2006",17,0,"2PT Field Goal","TOR",15958,68,91.72,364,1076
"Reverse Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","TOR",15958,68,91.72,290,1150
"Jump Shot",33.9423,-118.2878,0,"2006",10,1,"2PT Field Goal","TOR",15958,68,91.72,168,1272
"Jump Shot",33.8963,-118.1668,0,"2006",18,0,"2PT Field Goal","TOR",15958,68,91.72,653,1507
"Turnaround Jump Shot",33.9113,-118.2858,0,"2006",13,1,"2PT Field Goal","TOR",15958,68,91.72,581,1579
"Jump Shot",33.9343,-118.4178,0,"2006",18,0,"2PT Field Goal","TOR",15958,68,91.72,250,1910
"Running Jump Shot",34.0273,-118.3158,0,"2006",4,1,"2PT Field Goal","TOR",15958,68,91.72,560,2320
"Jump Shot",33.8633,-118.1848,0,"2006",19,0,"2PT Field Goal","TOR",15958,68,91.72,302,2578
"Jump Shot",33.9323,-118.2028,0,"2006",13,0,"2PT Field Goal","TOR",15958,68,91.72,214,2666
"Turnaround Jump Shot",33.9683,-118.2858,0,"2006",7,1,"2PT Field Goal","TOR",15958,68,91.72,110,2770
"Jump Shot",34.0523,-118.4688,0,"2006",19,0,"2PT Field Goal","TOR",15958,68,91.72,29,2851
"Jump Shot",33.9073,-118.3748,0,"2006",17,0,"2PT Field Goal","CHI",14947,68,97.21,24,696
"Jump Shot",33.9453,-118.3618,0,"2006",13,0,"2PT Field Goal","CHI",14947,68,97.21,407,1033
"Jump Shot",34.0143,-118.3598,0,"2006",9,0,"2PT Field Goal","CHI",14947,68,97.21,288,1152
"Jump Shot",33.8353,-118.4058,0,"2006",24,1,"3PT Field Goal","CHI",14947,68,97.21,20,1420
"Jump Bank Shot",33.9863,-118.1748,0,"2006",11,1,"2PT Field Goal","CHI",14947,68,97.21,671,1489
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","CHI",14947,68,97.21,480,1680
"Jump Shot",33.9853,-118.1158,0,"2006",16,0,"2PT Field Goal","CHI",14947,68,97.21,333,1827
"Jump Shot",34.0133,-118.2498,0,"2006",3,0,"2PT Field Goal","CHI",14947,68,97.21,295,1865
"Jump Shot",33.9863,-118.4818,0,"2006",21,1,"2PT Field Goal","CHI",14947,68,97.21,359,2521
"Jump Shot",33.9833,-118.4838,0,"2006",22,0,"2PT Field Goal","CHI",14947,68,97.21,311,2569
"Jump Bank Shot",33.9863,-118.1118,0,"2006",16,1,"2PT Field Goal","LAC",16543,72,96.78,597,123
"Jump Shot",33.8933,-118.1448,0,"2006",19,1,"2PT Field Goal","LAC",16543,72,96.78,532,188
"Reverse Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","LAC",16543,72,96.78,399,321
"Fadeaway Jump Shot",33.9013,-118.2858,0,"2006",14,0,"2PT Field Goal","LAC",16543,72,96.78,320,400
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","LAC",16543,72,96.78,253,467
"Running Jump Shot",33.9623,-118.2698,0,"2006",8,0,"2PT Field Goal","LAC",16543,72,96.78,150,570
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","LAC",16543,72,96.78,65,655
"Jump Shot",33.8553,-118.4358,0,"2006",25,1,"3PT Field Goal","LAC",16543,72,96.78,23,697
"Jump Shot",33.9673,-118.2688,0,"2006",7,0,"2PT Field Goal","LAC",16543,72,96.78,426,1014
"Reverse Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","LAC",16543,72,96.78,259,1181
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","LAC",16543,72,96.78,538,1622
"Jump Shot",34.0273,-118.1058,0,"2006",16,0,"2PT Field Goal","LAC",16543,72,96.78,345,1815
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","LAC",16543,72,96.78,124,2036
"Jump Shot",34.0273,-118.4698,0,"2006",20,0,"2PT Field Goal","LAC",16543,72,96.78,483,2397
"Jump Shot",34.0043,-118.1028,0,"2006",17,1,"2PT Field Goal","LAC",16543,72,96.78,278,2602
"Jump Shot",33.9443,-118.2728,0,"2006",10,0,"2PT Field Goal","LAC",16543,72,96.78,210,2670
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","LAC",16543,72,96.78,160,2720
"Jump Shot",34.0183,-118.1748,0,"2006",9,1,"2PT Field Goal","LAC",16543,72,96.78,55,2825
"Jump Shot",33.8533,-118.2598,0,"2006",19,1,"2PT Field Goal","UTA",14039,69,92.08,625,95
"Running Jump Shot",33.9573,-118.1978,0,"2006",11,1,"2PT Field Goal","UTA",14039,69,92.08,568,152
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","UTA",14039,69,92.08,355,365
"Jump Shot",33.8553,-118.4238,0,"2006",24,0,"3PT Field Goal","UTA",14039,69,92.08,323,397
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","UTA",14039,69,92.08,216,504
"Jump Shot",33.8523,-118.2598,0,"2006",19,1,"2PT Field Goal","UTA",14039,69,92.08,157,563
"Jump Shot",33.8573,-118.1028,0,"2006",25,0,"3PT Field Goal","UTA",14039,69,92.08,120,600
"Running Jump Shot",33.9603,-118.3638,0,"2006",12,1,"2PT Field Goal","UTA",14039,69,92.08,24,696
"Jump Shot",33.9633,-118.4538,0,"2006",20,0,"2PT Field Goal","UTA",14039,69,92.08,422,1018
"Jump Shot",34.0553,-118.5018,0,"2006",23,1,"3PT Field Goal","UTA",14039,69,92.08,361,1079
"Jump Shot",33.8843,-118.1268,0,"2006",21,0,"2PT Field Goal","UTA",14039,69,92.08,254,1186
"Driving Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","UTA",14039,69,92.08,619,1541
"Jump Shot",34.0223,-118.4928,0,"2006",22,1,"3PT Field Goal","UTA",14039,69,92.08,525,1635
"Jump Shot",33.9763,-118.4718,0,"2006",21,0,"2PT Field Goal","UTA",14039,69,92.08,444,1716
"Jump Shot",33.9043,-118.4178,0,"2006",20,0,"2PT Field Goal","UTA",14039,69,92.08,673,2207
"Jump Shot",33.8173,-118.1678,0,"2006",24,0,"3PT Field Goal","UTA",14039,69,92.08,214,2666
"Jump Shot",33.8143,-118.4208,0,"2006",27,0,"3PT Field Goal","UTA",14039,69,92.08,6,2874
"Jump Shot",34.0033,-118.4148,0,"2006",15,0,"2PT Field Goal","NJN",13730,69,93.72,680,40
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","NJN",13730,69,93.72,663,57
"Jump Shot",33.9163,-118.3878,0,"2006",17,0,"2PT Field Goal","NJN",13730,69,93.72,592,128
"Jump Shot",33.9423,-118.4048,0,"2006",16,1,"2PT Field Goal","NJN",13730,69,93.72,540,180
"Jump Shot",33.9903,-118.3188,0,"2006",7,0,"2PT Field Goal","NJN",13730,69,93.72,400,320
"Jump Shot",33.8553,-118.4338,0,"2006",25,0,"3PT Field Goal","NJN",13730,69,93.72,359,361
"Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","NJN",13730,69,93.72,331,389
"Jump Shot",33.8433,-118.2598,0,"2006",20,1,"2PT Field Goal","NJN",13730,69,93.72,56,664
"Reverse Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","NJN",13730,69,93.72,505,935
"Jump Shot",33.8713,-118.3958,0,"2006",21,0,"2PT Field Goal","NJN",13730,69,93.72,151,1289
"Jump Shot",34.0683,-118.0798,0,"2006",19,0,"2PT Field Goal","NJN",13730,69,93.72,700,1460
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","NJN",13730,69,93.72,645,1515
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","NJN",13730,69,93.72,645,1515
"Jump Shot",33.9113,-118.1188,0,"2006",20,1,"2PT Field Goal","NJN",13730,69,93.72,417,2463
"Jump Shot",33.8833,-118.0658,0,"2006",25,1,"3PT Field Goal","NJN",13730,69,93.72,349,2531
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","NJN",13730,69,93.72,317,2563
"Jump Shot",33.9853,-118.2238,0,"2006",7,0,"2PT Field Goal","NJN",13730,69,93.72,285,2595
"Jump Shot",34.0503,-118.1598,0,"2006",11,0,"2PT Field Goal","NJN",13730,69,93.72,139,2741
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","NJN",13730,69,93.72,82,2798
"Jump Shot",33.7813,-118.2438,0,"2006",26,0,"3PT Field Goal","NJN",13730,69,93.72,54,2826
"Alley Oop Dunk Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","MIL",13520,69,90.89,576,144
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","MIL",13520,69,90.89,384,336
"Jump Shot",33.8733,-118.4558,0,"2006",25,0,"3PT Field Goal","MIL",13520,69,90.89,178,542
"Jump Shot",33.9813,-118.2288,0,"2006",7,0,"2PT Field Goal","MIL",13520,69,90.89,427,1013
"Jump Shot",33.7813,-118.1798,0,"2006",27,0,"3PT Field Goal","MIL",13520,69,90.89,401,1039
"Layup Shot",34.0443,-118.2698,0,"2006",0,0,"2PT Field Goal","MIL",13520,69,90.89,278,1162
"Jump Shot",33.9273,-118.3798,0,"2006",16,0,"2PT Field Goal","MIL",13520,69,90.89,672,1488
"Jump Shot",33.8863,-118.1728,0,"2006",18,0,"2PT Field Goal","MIL",13520,69,90.89,484,1676
"Jump Shot",33.7893,-118.3318,0,"2006",26,1,"3PT Field Goal","MIL",13520,69,90.89,435,1725
"Jump Shot",33.7813,-118.2108,0,"2006",26,1,"3PT Field Goal","MIL",13520,69,90.89,304,1856
"Jump Shot",33.8203,-118.3978,0,"2006",25,0,"3PT Field Goal","MIL",13520,69,90.89,264,1896
"Jump Shot",33.9763,-118.1798,0,"2006",11,0,"2PT Field Goal","MIL",13520,69,90.89,175,1985
"Jump Shot",33.9703,-118.2668,0,"2006",7,0,"2PT Field Goal","MIL",13520,69,90.89,104,2056
"Jump Shot",33.7863,-118.2898,0,"2006",25,0,"3PT Field Goal","MIL",13520,69,90.89,513,2367
"Jump Shot",34.0343,-118.5098,0,"2006",24,1,"3PT Field Goal","MIL",13520,69,90.89,443,2437
"Jump Shot",33.7863,-118.1928,0,"2006",26,1,"3PT Field Goal","MIL",13520,69,90.89,414,2466
"Jump Shot",33.8343,-118.4308,0,"2006",26,0,"3PT Field Goal","MIL",13520,69,90.89,294,2586
"Jump Shot",33.8143,-118.1518,0,"2006",25,1,"3PT Field Goal","MIL",13520,69,90.89,181,2699
"Jump Shot",33.7873,-118.1908,0,"2006",26,0,"3PT Field Goal","MIL",13520,69,90.89,158,2722
"Jump Shot",33.7893,-118.4178,0,"2006",29,0,"3PT Field Goal","MIL",13520,69,90.89,6,2874
"Jump Shot",33.8303,-118.4188,0,"2006",26,0,"3PT Field Goal","MIL",13520,69,90.89,0,2880
"Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","UTA",17301,70,96.39,585,135
"Jump Shot",33.9273,-118.2288,0,"2006",12,0,"2PT Field Goal","UTA",17301,70,96.39,558,162
"Jump Shot",33.8943,-118.2028,0,"2006",16,1,"2PT Field Goal","UTA",17301,70,96.39,383,337
"Layup Shot",34.0443,-118.2698,0,"2006",0,1,"2PT Field Goal","UTA",17301,70,96.39,351,369
"Jump Shot",33.8763,-118.2308,0,"2006",17,1,"2PT Field Goal","UTA",17301,70,96.39,103,617
"Jump Shot",33.9013,-118.4108,0,"2006",20,0,"2PT Field Goal","UTA",17301,70,96.39,45,675
"Jump Shot",33.7553,-118.0598,0,"2006",35,0,"3PT Field Goal","UTA",17301,70,96.39,0,720
"Jump Shot",33.8603,-118.1758,0,"2006",20,0,"2PT Field Goal","UTA",17301,70,96.39,631,809
"Jump Shot",33.9673,-118.2798,0,"2006",7,0,"2PT Field Goal","UTA",17301,70,96.39,570,870
"Turnaround Jump Shot",33.9123,-118.2728,0,"2006",13,1,"2PT Field Goal","UTA",17301,70,96.39,262,1178
