action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb,rannum,action_type_int,combined_shot_type_int,shot_type_int,shot_zone_are_int,shot_zone_basic_int,shot_zone_range_int,opponent_int,time_remaining_period,game_time,log_lat,log_shot_distance,log_loc_y,season,Obs,shot_not_made_probability,shot_made_probability,_INTO_
Jump Shot,Jump Shot,374,20200890,33.7893,39,255,-118.2308,8,4,0,59,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/7/2003,LAL vs. MIN,MIN,4554,17028,68,94.73,4550,26,4,2,2,1,2,17,539,2341,3.5201441843,3.2189158241,5.7037824747,2002,3826,0.6278110841,0.3721889159,0
Jump Shot,Jump Shot,408,20200890,33.8863,-128,158,-118.3978,5,4,0,41,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/7/2003,LAL vs. MIN,MIN,4557,17028,68,94.73,4552,26,4,1,3,5,1,17,341,2539,3.5230108029,2.9957822723,5.313205979,2002,3828,0.5780767603,0.4219232397,0
Jump Shot,Jump Shot,48,20200901,33.9813,87,63,-118.1828,6,1,0,6,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/9/2003,LAL vs. PHI,PHI,4560,15202,71,97.68,4560,26,4,1,6,5,3,24,366,354,3.5258103733,2.302685088,4.6821312271,2002,3830,0.4978368808,0.5021631192,1
Jump Shot,Jump Shot,104,20200901,33.7663,10,278,-118.2598,1,1,0,26,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/9/2003,LAL vs. PHI,PHI,4562,15202,71,97.68,4562,26,4,2,2,1,2,24,86,634,3.5194632637,3.2958739024,5.7776523232,2002,3832,0.6452908305,0.3547091695,0
Jump Shot,Jump Shot,146,20200901,34.0473,163,-3,-118.1068,9,2,0,42,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/9/2003,LAL vs. PHI,PHI,4565,15202,71,97.68,4564,26,4,1,6,5,1,24,582,858,3.5277507343,2.7726512203,3.7376696183,2002,3834,0.5327109524,0.4672890476,0
Jump Shot,Jump Shot,153,20200901,33.8483,79,196,-118.1908,8,2,0,38,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/9/2003,LAL vs. PHI,PHI,4567,15202,71,97.68,4566,26,4,1,5,5,1,24,518,922,3.5218887765,3.0445700556,5.4847969335,2002,3836,0.5355675525,0.4644324475,0
Jump Shot,Jump Shot,248,20200901,33.9583,125,86,-118.1448,0,2,0,29,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/9/2003,LAL vs. PHI,PHI,4570,15202,71,97.68,4568,26,4,1,6,5,3,24,29,1411,3.5251333013,2.7081168655,4.8751973232,2002,3838,0.5157002109,0.4842997891,0
Jump Shot,Jump Shot,312,20200901,33.8863,-151,158,-118.4208,7,3,0,14,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/9/2003,LAL vs. PHI,PHI,4572,15202,71,97.68,4570,26,4,1,3,5,1,24,434,1726,3.5230108029,3.0445700556,5.313205979,2002,3840,0.5489433612,0.4510566388,0
Jump Shot,Jump Shot,392,20200901,33.9033,-38,141,-118.3078,0,3,0,43,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/9/2003,LAL vs. PHI,PHI,4575,15202,71,97.68,4572,26,4,1,2,5,3,24,43,2117,3.5235123548,2.6391287556,5.2257466737,2002,3842,0.5215690509,0.4784309491,0
Jump Shot,Jump Shot,409,20200901,33.9063,-103,138,-118.3728,11,4,0,9,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/9/2003,LAL vs. PHI,PHI,4577,15202,71,97.68,4574,26,4,1,3,5,1,24,669,2211,3.5236008378,2.8332721659,5.2094861528,2002,3844,0.5243826521,0.4756173479,0
Fadeaway Jump Shot,Jump Shot,34,20200917,34.0133,-97,31,-118.3668,7,1,0,35,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/11/2003,LAL @ CHI,CHI,4580,14104,71,94.29,4580,17,4,1,4,5,3,5,455,265,3.5267516246,2.302685088,4.3307333403,2002,3846,0.5291543076,0.4708456924,0
Jump Shot,Jump Shot,41,20200917,34.0473,187,-3,-118.0828,6,1,0,47,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/11/2003,LAL @ CHI,CHI,4582,14104,71,94.29,4582,26,4,1,6,5,1,5,407,313,3.5277507343,2.8904273119,3.7376696183,2002,3848,0.5618611971,0.4381388029,0
Jump Shot,Jump Shot,48,20200917,34.0033,172,41,-118.0978,6,1,0,5,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/11/2003,LAL @ CHI,CHI,4584,14104,71,94.29,4584,26,4,1,6,5,1,5,365,355,3.5264575787,2.8332721659,4.4543472963,2002,3850,0.550749772,0.449250228,0
Jump Shot,Jump Shot,121,20200917,33.8473,74,197,-118.1958,9,2,0,45,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/11/2003,LAL @ CHI,CHI,4586,14104,71,94.29,4586,26,4,1,5,5,1,5,585,855,3.5218592325,3.0445700556,5.4889377262,2002,3852,0.5473825357,0.4526174643,0
Jump Shot,Jump Shot,196,20200917,34.0553,153,-11,-118.1168,3,2,0,56,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/11/2003,LAL @ CHI,CHI,4589,14104,71,94.29,4588,26,4,1,6,5,3,5,236,1204,3.5279856739,2.7081168655,3.5263605246,2002,3854,0.5589899864,0.4410100136,0
Jump Shot,Jump Shot,217,20200917,34.0343,-82,10,-118.3518,1,2,0,54,8,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/11/2003,LAL @ CHI,CHI,4591,14104,71,94.29,4590,26,4,1,4,5,3,5,114,1326,3.5273688396,2.0795665339,4.0073331852,2002,3856,0.5339478833,0.4660521167,0
Layup Shot,Layup,298,20200917,34.0443,0,0,-118.2698,5,3,0,31,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/11/2003,LAL @ CHI,CHI,4594,14104,71,94.29,4592,27,5,1,2,6,5,5,331,1829,3.5276626177,-6.907755279,3.8066624898,2002,3858,0.3132871977,0.6867128023,1
Jump Shot,Jump Shot,323,20200917,33.9193,-191,125,-118.4608,2,3,0,15,22,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/11/2003,LAL @ CHI,CHI,4596,14104,71,94.29,4594,26,4,1,4,5,1,5,135,2025,3.5239841739,3.0910879069,5.1357984371,2002,3860,0.5802984894,0.4197015106,0
Jump Shot,Jump Shot,352,20200917,33.8843,-146,160,-118.4158,11,4,0,12,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/11/2003,LAL @ CHI,CHI,4598,14104,71,94.29,4596,26,4,1,3,5,1,5,672,2208,3.5229517803,3.0445700556,5.3230099791,2002,3862,0.5540413221,0.4459586779,0
Driving Layup Shot,Layup,365,20200917,34.0443,0,0,-118.2698,9,4,0,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/11/2003,LAL @ CHI,CHI,4600,14104,71,94.29,4598,12,5,1,2,6,5,5,570,2310,3.5276626177,-6.907755279,3.8066624898,2002,3864,0.323621943,0.676378057,1
Jump Shot,Jump Shot,414,20200917,33.9983,-71,46,-118.3408,3,4,0,1,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/11/2003,LAL @ CHI,CHI,4602,14104,71,94.29,4600,26,4,1,4,3,3,5,181,2699,3.5263105234,2.0795665339,4.5108595065,2002,3866,0.5348463973,0.4651536027,0
Jump Shot,Jump Shot,460,20200917,33.9803,133,64,-118.1368,0,4,0,27,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/11/2003,LAL @ CHI,CHI,4604,14104,71,94.29,4602,26,4,1,6,5,3,5,27,2853,3.5257809449,2.6391287556,4.6913478822,2002,3868,0.534231103,0.465768897,0
Layup Shot,Layup,23,20200925,34.0443,0,0,-118.2698,9,1,0,29,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/12/2003,LAL @ DET,DET,4606,14432,73,93.69,4606,27,5,1,2,6,5,9,569,151,3.5276626177,-6.907755279,3.8066624898,2002,3870,0.2806192717,0.7193807283,1
Jump Shot,Jump Shot,35,20200925,33.7943,98,250,-118.1718,8,1,0,40,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/12/2003,LAL @ DET,DET,4608,14432,73,93.69,4608,26,4,2,5,1,2,9,520,200,3.5202921492,3.2581349988,5.6869753563,2002,3872,0.5915279491,0.4084720509,0
Jump Shot,Jump Shot,93,20200925,34.0243,-164,20,-118.4338,1,1,0,3,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/12/2003,LAL @ DET,DET,4611,14432,73,93.69,4610,26,4,1,4,5,1,9,63,657,3.5270749752,2.7726512203,4.1743872699,2002,3874,0.5675651392,0.4324348608,0
Jump Shot,Jump Shot,103,20200925,33.9753,158,69,-118.1118,11,2,0,40,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/12/2003,LAL @ DET,DET,4613,14432,73,93.69,4612,26,4,1,6,5,1,9,700,740,3.52563379,2.8332721659,4.7361984484,2002,3876,0.4836307629,0.5163692371,1
Jump Shot,Jump Shot,179,20200925,34.0163,-202,28,-118.4718,3,2,0,55,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/12/2003,LAL @ DET,DET,4616,14432,73,93.69,4614,26,4,1,4,5,1,9,235,1205,3.5268398215,2.9957822723,4.2904594411,2002,3878,0.5346211354,0.4653788646,0
Layup Shot,Layup,244,20200925,34.0443,0,0,-118.2698,9,3,0,16,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/12/2003,LAL @ DET,DET,4618,14432,73,93.69,4616,27,5,1,2,6,5,9,556,1604,3.5276626177,-6.907755279,3.8066624898,2002,3880,0.2862716437,0.7137283563,1
Jump Shot,Jump Shot,329,20200925,33.9933,156,51,-118.1138,10,4,0,51,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/12/2003,LAL @ DET,DET,4622,14432,73,93.69,4618,26,4,1,6,5,1,9,651,2229,3.5261634464,2.7726512203,4.5643481915,2002,3882,0.4826151187,0.5173848813,1
Jump Shot,Jump Shot,344,20200925,33.9953,131,49,-118.1388,9,4,0,22,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/12/2003,LAL @ DET,DET,4624,14432,73,93.69,4620,26,4,1,6,5,3,9,562,2318,3.5262222798,2.5650262776,4.5432947823,2002,3884,0.4785773455,0.5214226545,1
Jump Shot,Jump Shot,407,20200925,34.0243,103,20,-118.1668,2,4,0,51,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/12/2003,LAL @ DET,DET,4627,14432,73,93.69,4622,26,4,1,6,5,3,9,171,2709,3.5270749752,2.302685088,4.1743872699,2002,3886,0.4968039698,0.5031960302,1
Jump Shot,Jump Shot,8,20200938,34.0573,125,-13,-118.1448,10,1,0,38,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/14/2003,LAL @ MIN,MIN,4629,16979,72,98.36,4629,26,4,1,6,5,3,17,638,82,3.5280444002,2.4849899796,3.4657359028,2002,3888,0.5197469803,0.4802530197,0
Jump Shot,Jump Shot,25,20200938,34.0373,-171,7,-118.4408,8,1,0,18,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2003,LAL @ MIN,MIN,4631,16979,72,98.36,4631,26,4,1,4,5,1,17,498,222,3.5274569821,2.8332721659,3.9512437186,2002,3890,0.5483296446,0.4516703554,0
Jump Shot,Jump Shot,69,20200938,33.9143,-156,130,-118.4258,4,1,0,8,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2003,LAL @ MIN,MIN,4633,16979,72,98.36,4633,26,4,1,3,5,1,17,248,472,3.5238367544,2.9957822723,5.1647859739,2002,3892,0.5518893382,0.4481106618,0
Jump Shot,Jump Shot,97,20200938,33.9323,-131,112,-118.4008,1,1,0,34,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2003,LAL @ MIN,MIN,4637,16979,72,98.36,4635,26,4,1,3,5,1,17,94,626,3.5243673631,2.8332721659,5.0562458053,2002,3894,0.5412459775,0.4587540225,0
Running Jump Shot,Jump Shot,211,20200938,33.9323,-163,112,-118.4328,1,2,0,19,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2003,LAL @ MIN,MIN,4639,16979,72,98.36,4637,41,4,1,4,5,1,17,79,1361,3.5243673631,2.9444916094,5.0562458053,2002,3896,0.5267149684,0.4732850316,0
Jump Shot,Jump Shot,252,20200938,34.0343,181,10,-118.0888,8,3,0,34,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2003,LAL @ MIN,MIN,4642,16979,72,98.36,4639,26,4,1,6,5,1,17,514,1646,3.5273688396,2.8904273119,4.0073331852,2002,3898,0.524296013,0.475703987,0
Jump Shot,Jump Shot,277,20200938,33.9273,-154,117,-118.4238,5,3,0,39,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2003,LAL @ MIN,MIN,4644,16979,72,98.36,4641,26,4,1,3,5,1,17,339,1821,3.52422,2.9444916094,5.0875963352,2002,3900,0.5278378525,0.4721621475,0
Jump Shot,Jump Shot,350,20200938,33.9113,136,133,-118.1338,10,4,0,51,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2003,LAL @ MIN,MIN,4646,16979,72,98.36,4643,26,4,1,5,5,1,17,651,2229,3.5237482922,2.9444916094,5.1817835503,2002,3902,0.4940826294,0.5059173706,1
Jump Shot,Jump Shot,375,20200938,33.9703,-182,74,-118.4518,7,4,0,22,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2003,LAL @ MIN,MIN,4648,16979,72,98.36,4645,26,4,1,4,5,1,17,442,2438,3.5254866135,2.9444916094,4.7791234931,2002,3904,0.5269703068,0.4730296932,0
Running Jump Shot,Jump Shot,449,20200938,33.9623,-102,82,-118.3718,1,4,0,49,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/14/2003,LAL @ MIN,MIN,4651,16979,72,98.36,4647,41,4,1,4,5,3,17,109,2771,3.5252510859,2.5650262776,4.8441870865,2002,3906,0.4766516791,0.5233483209,1
Jump Shot,Jump Shot,88,20200946,33.9343,-136,110,-118.4058,3,1,0,18,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/15/2003,LAL @ MIL,MIL,4654,14342,69,93.46,4653,26,4,1,3,5,1,16,198,522,3.5244263023,2.8332721659,5.0434251169,2002,3908,0.5742570697,0.4257429303,0
Jump Shot,Jump Shot,226,20200946,34.0343,80,10,-118.1898,3,2,0,0,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/15/2003,LAL @ MIL,MIL,4656,14342,69,93.46,4655,26,4,1,6,3,3,16,180,1260,3.5273688396,2.0795665339,4.0073331852,2002,3910,0.5587133005,0.4412866995,0
Layup Shot,Layup,268,20200946,34.0443,0,0,-118.2698,9,3,0,21,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/15/2003,LAL @ MIL,MIL,4658,14342,69,93.46,4657,27,5,1,2,6,5,16,561,1599,3.5276626177,-6.907755279,3.8066624898,2002,3912,0.3135592428,0.6864407572,1
Jump Shot,Jump Shot,304,20200946,34.0623,131,-18,-118.1388,4,3,0,32,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/15/2003,LAL @ MIL,MIL,4660,14342,69,93.46,4659,26,4,1,6,5,3,16,272,1888,3.5281912008,2.5650262776,3.295836866,2002,3914,0.5907707597,0.4092292403,0
Layup Shot,Layup,340,20200946,34.0443,0,0,-118.2698,1,3,0,36,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/15/2003,LAL @ MIL,MIL,4662,14342,69,93.46,4661,27,5,1,2,6,5,16,96,2064,3.5276626177,-6.907755279,3.8066624898,2002,3916,0.3330907489,0.6669092511,1
Jump Shot,Jump Shot,367,20200946,33.9303,235,114,-118.0348,11,4,0,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/15/2003,LAL @ MIL,MIL,4664,14342,69,93.46,4663,26,4,2,5,1,2,16,661,2219,3.5243084205,3.2581349988,5.0689042022,2002,3918,0.5870320749,0.4129679251,0
Jump Shot,Jump Shot,55,20200960,33.8473,-57,197,-118.3268,2,1,0,50,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/17/2003,LAL @ LAC,LAC,4667,14313,69,91.02,4667,26,4,1,2,5,1,13,170,550,3.5218592325,2.9957822723,5.4889377262,2002,3920,0.5876829193,0.4123170807,0
Jump Shot,Jump Shot,194,20200960,33.9813,38,63,-118.2318,1,2,0,35,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/17/2003,LAL @ LAC,LAC,4672,14313,69,91.02,4669,26,4,1,2,3,5,13,95,1345,3.5258103733,1.946052996,4.6821312271,2002,3922,0.5068970567,0.4931029433,0
Jump Shot,Jump Shot,325,20200960,33.8863,133,158,-118.1368,11,4,0,45,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/17/2003,LAL @ LAC,LAC,4677,14313,69,91.02,4671,26,4,1,5,5,1,13,705,2175,3.5230108029,2.9957822723,5.313205979,2002,3924,0.5367698079,0.4632301921,0
Jump Shot,Jump Shot,412,20200960,34.0263,164,18,-118.1058,2,4,0,56,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/17/2003,LAL @ LAC,LAC,4681,14313,69,91.02,4673,26,4,1,6,5,1,13,176,2704,3.527133755,2.7726512203,4.1431347264,2002,3926,0.5619490924,0.4380509076,0
Jump Shot,Jump Shot,29,20200983,34.0323,181,12,-118.0888,8,1,0,13,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4683,14027,71,97.18,4683,26,4,1,6,5,1,27,493,227,3.5273100737,2.8904273119,4.0430512678,2002,3928,0.5343139386,0.4656860614,0
Jump Shot,Jump Shot,35,20200983,34.0273,-75,17,-118.3448,8,1,0,6,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4685,14027,71,97.18,4685,26,4,1,2,3,5,27,486,234,3.5271631436,1.946052996,4.127134385,2002,3930,0.4821813951,0.5178186049,1
Jump Shot,Jump Shot,76,20200983,33.8403,3,204,-118.2668,2,1,0,46,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4688,14027,71,97.18,4687,26,4,1,2,5,1,27,166,554,3.5216523999,2.9957822723,5.5174528965,2002,3932,0.5556918455,0.4443081545,0
Jump Shot,Jump Shot,132,20200983,33.8573,-59,187,-118.3288,9,2,0,32,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4690,14027,71,97.18,4689,26,4,1,2,5,1,27,572,868,3.5221546334,2.9444916094,5.4467373717,2002,3934,0.531991971,0.468008029,0
Jump Shot,Jump Shot,232,20200983,34.0343,74,10,-118.1958,1,2,0,32,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4692,14027,71,97.18,4691,26,4,1,2,3,5,27,92,1348,3.5273688396,1.946052996,4.0073331852,2002,3936,0.49464055,0.50535945,1
Jump Shot,Jump Shot,267,20200983,34.0343,235,10,-118.0348,10,3,0,51,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4694,14027,71,97.18,4693,26,4,2,6,7,2,27,651,1509,3.5273688396,3.1355376932,4.0073331852,2002,3938,0.5501967438,0.4498032562,0
Jump Shot,Jump Shot,286,20200983,33.8583,126,186,-118.1438,8,3,0,13,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4696,14027,71,97.18,4695,26,4,1,5,5,1,27,493,1667,3.5221841687,3.0910879069,5.4424177105,2002,3940,0.5416529294,0.4583470706,0
Jump Shot,Jump Shot,296,20200983,33.9953,33,49,-118.2368,7,3,0,3,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4698,14027,71,97.18,4697,26,4,1,2,3,5,27,423,1737,3.5262222798,1.6096378924,4.5432947823,2002,3942,0.4609404465,0.5390595535,1
Jump Shot,Jump Shot,338,20200983,33.9193,195,125,-118.0748,2,3,0,49,23,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4701,14027,71,97.18,4699,26,4,1,6,5,1,27,169,1991,3.5239841739,3.1355376932,5.1357984371,2002,3944,0.5265629251,0.4734370749,0
Jump Shot,Jump Shot,368,20200983,34.0093,166,35,-118.1038,0,3,0,22,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4703,14027,71,97.18,4701,26,4,1,6,5,1,27,22,2138,3.5266340166,2.7726512203,4.3820266347,2002,3946,0.5436027587,0.4563972413,0
Jump Shot,Jump Shot,389,20200983,33.9813,72,63,-118.1978,10,4,0,14,9,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4705,14027,71,97.18,4703,26,4,1,6,3,3,27,614,2266,3.5258103733,2.1973356823,4.6821312271,2002,3948,0.4735215701,0.5264784299,1
Jump Shot,Jump Shot,402,20200983,33.8423,-141,202,-118.4108,8,4,0,28,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4707,14027,71,97.18,4705,26,4,2,3,1,2,27,508,2372,3.5217114993,3.1780954961,5.5093883366,2002,3950,0.5896293123,0.4103706877,0
Layup Shot,Layup,465,20200983,34.0443,0,0,-118.2698,2,4,0,8,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4709,14027,71,97.18,4707,27,5,1,2,6,5,27,128,2752,3.5276626177,-6.907755279,3.8066624898,2002,3952,0.3148658071,0.6851341929,1
Jump Shot,Jump Shot,493,20200983,33.7973,-43,247,-118.3128,0,4,0,34,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/20/2003,LAL @ SAC,SAC,4711,14027,71,97.18,4709,26,4,2,2,1,2,27,34,2846,3.5203809176,3.2189158241,5.6767538023,2002,3954,0.6297016738,0.3702983262,0
Running Jump Shot,Jump Shot,28,20200993,34.0183,72,26,-118.1978,7,1,0,31,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/21/2003,LAL vs. BOS,BOS,4714,13298,70,93.52,4713,41,4,1,2,3,5,3,451,269,3.5268986151,1.946052996,4.262679877,2002,3956,0.4688559118,0.5311440882,1
Jump Shot,Jump Shot,107,20200993,33.7913,-61,253,-118.3308,10,2,0,26,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/21/2003,LAL vs. BOS,BOS,4716,13298,70,93.52,4715,26,4,2,2,1,2,3,626,814,3.5202033729,3.2581349988,5.6970934865,2002,3958,0.6343041297,0.3656958703,0
Jump Shot,Jump Shot,350,20200993,33.8483,103,196,-118.1668,11,4,0,4,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/21/2003,LAL vs. BOS,BOS,4719,13298,70,93.52,4717,26,4,1,5,5,1,3,664,2216,3.5218887765,3.0910879069,5.4847969335,2002,3960,0.5734542572,0.4265457428,0
Jump Shot,Jump Shot,11,20201003,33.9293,144,115,-118.1258,9,1,0,58,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/23/2003,LAL @ SAS,SAS,4723,15820,71,95.29,4723,26,4,1,5,5,1,28,598,122,3.5242789479,2.8904273119,5.0751738152,2002,3962,0.4886097063,0.5113902937,1
Layup Shot,Layup,79,20201003,34.0363,23,8,-118.2468,2,1,0,33,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/23/2003,LAL @ SAS,SAS,4726,15820,71,95.29,4725,27,5,1,2,6,5,28,153,567,3.5274276021,0.6936470556,3.9702919136,2002,3964,0.4618333923,0.5381666077,1
Jump Shot,Jump Shot,109,20201003,34.0293,-163,15,-118.4328,0,1,0,30,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/23/2003,LAL @ SAS,SAS,4728,15820,71,95.29,4727,26,4,1,4,5,1,28,30,690,3.5272219182,2.7726512203,4.0943445622,2002,3966,0.5627625161,0.4372374839,0
