"action_type","combined_shot_type","game_event_id","game_id","lat","loc_x","loc_y","lon","minutes_remaining","period","playoffs","season","seconds_remaining","shot_distance","shot_made_flag","shot_type","shot_zone_area","shot_zone_basic","shot_zone_range","team_id","team_name","game_date","matchup","opponent","shot_id","attendance","arena_temp","avgnoisedb","rannum","action_type_int","combined_shot_type_int","shot_type_int","shot_zone_are_int","shot_zone_basic_int","shot_zone_range_int","opponent_int","time_remaining_period","game_time","log_lat","log_shot_distance","log_loc_y"
"Jump Shot","Jump Shot",262,20501130,33.8803,-51,164,-118.3208,6,3,0,"2005",16,17,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/7/2006","LAL @ PHX","PHX",9566,15383,74,97.44,9574,26,4,1,2,5,1,25,376,1784,3.52283372452623,2.83327216585559,5.33271879326537
"Jump Shot","Jump Shot",372,20501130,33.8893,159,155,-118.1108,5,4,0,"2005",12,22,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/7/2006","LAL @ PHX","PHX",9571,15383,74,97.44,9575,26,4,1,5,5,1,25,312,2568,3.52309933034515,3.09108790687074,5.28826703069454
"Jump Shot","Jump Shot",46,20501148,34.0323,182,12,-118.0878,6,1,0,"2005",31,18,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/9/2006","LAL vs. LAC","LAC",9577,17113,71,93.89,9598,26,4,1,6,5,1,13,391,329,3.52731007365175,2.89042731190857,4.00733318523247
"Jump Shot","Jump Shot",154,20501148,33.9933,207,51,-118.0628,6,2,0,"2005",52,21,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/9/2006","LAL vs. LAC","LAC",9584,17113,71,93.89,9599,26,4,1,6,5,1,13,412,1028,3.52616344637399,3.04457005563729,4.54329478227
"Jump Shot","Jump Shot",274,20501148,34.0213,-204,23,-118.4738,6,3,0,"2005",49,20,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/9/2006","LAL vs. LAC","LAC",9592,17113,71,93.89,9600,26,4,1,4,5,1,13,409,1751,3.52698679905362,2.99578227230403,4.18965474202643
"Driving Layup Shot","Layup",362,20501148,34.0443,0,0,-118.2698,10,4,0,"2005",7,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/9/2006","LAL vs. LAC","LAC",9596,17113,71,93.89,9601,12,5,1,2,6,5,13,607,2273,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",459,20501148,33.8373,156,207,-118.1138,0,4,0,"2005",23,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","4/9/2006","LAL vs. LAC","LAC",9602,17113,71,93.89,9602,26,4,2,5,1,2,13,23,2857,3.52156374432081,3.21891582406822,5.52146091786225
"Jump Shot","Jump Shot",6,20501161,33.8193,-148,225,-118.4178,11,1,0,"2005",19,26,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","4/11/2006","LAL vs. GSW","GSW",9603,14696,73,96.87,9619,26,4,2,3,1,2,10,679,41,3.52103164544429,3.25813499882032,5.59098698051086
"Reverse Layup Shot","Layup",27,20501161,34.0443,0,0,-118.2698,8,1,0,"2005",46,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/11/2006","LAL vs. GSW","GSW",9604,14696,73,96.87,9620,34,5,1,2,6,5,10,526,194,3.52766261770137,-6.90775527898214,3.76120011569356
"Reverse Layup Shot","Layup",49,20501161,34.0443,0,0,-118.2698,6,1,0,"2005",17,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/11/2006","LAL vs. GSW","GSW",9608,14696,73,96.87,9621,34,5,1,2,6,5,10,377,343,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",56,20501161,33.8803,115,164,-118.1548,5,1,0,"2005",39,20,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/11/2006","LAL vs. GSW","GSW",9609,14696,73,96.87,9622,26,4,1,5,5,1,10,339,381,3.52283372452623,2.99578227230403,5.33271879326537
"Jump Shot","Jump Shot",142,20501161,33.9013,163,143,-118.1068,9,2,0,"2005",44,21,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/11/2006","LAL vs. GSW","GSW",9613,14696,73,96.87,9623,26,4,1,5,5,1,10,584,856,3.52345336173373,3.04457005563729,5.2257466737132
"Jump Shot","Jump Shot",321,20501161,33.8093,128,235,-118.1418,6,3,0,"2005",32,26,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","4/11/2006","LAL vs. GSW","GSW",9623,14696,73,96.87,9624,26,4,2,5,1,2,10,392,1768,3.52073591257172,3.25813499882032,5.62762111369064
"Slam Dunk Shot","Dunk",143,20501185,34.0443,0,0,-118.2698,8,2,0,"2005",59,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/14/2006","LAL vs. POR","POR",9630,13929,68,91.26,9650,47,2,1,2,6,5,26,539,901,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",185,20501185,33.8763,85,168,-118.1848,4,2,0,"2005",46,18,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/14/2006","LAL vs. POR","POR",9633,13929,68,91.26,9651,26,4,1,5,5,1,26,286,1154,3.52271565484727,2.89042731190857,5.35185813347607
"Jump Shot","Jump Shot",364,20501185,33.8703,182,174,-118.0878,10,4,0,"2005",17,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","4/14/2006","LAL vs. POR","POR",9648,13929,68,91.26,9652,26,4,2,5,1,2,26,617,2263,3.52253852418638,3.21891582406822,5.37989735354046
"Layup Shot","Layup",183,20501196,34.0443,0,0,-118.2698,6,2,0,"2005",59,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/16/2006","LAL vs. PHX","PHX",9665,13779,68,97.3,9677,27,5,1,2,6,5,25,419,1021,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",239,20501196,33.8323,141,212,-118.1288,2,2,0,"2005",58,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","4/16/2006","LAL vs. PHX","PHX",9668,13779,68,97.3,9678,26,4,2,5,1,2,25,178,1262,3.5214159674754,3.21891582406822,5.54126354515843
"Jump Shot","Jump Shot",411,20501196,33.9193,123,125,-118.1468,9,4,0,"2005",23,17,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/16/2006","LAL vs. PHX","PHX",9678,13779,68,97.3,9679,26,4,1,5,5,1,25,563,2317,3.52398417391831,2.83327216585559,5.12396397940326
"Jump Shot","Jump Shot",421,20501196,33.9453,-138,99,-118.4078,8,4,0,"2005",10,16,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/16/2006","LAL vs. PHX","PHX",9679,13779,68,97.3,9680,26,4,1,4,5,1,25,490,2390,3.52475040554045,2.77265122028674,4.95582705760126
"Driving Layup Shot","Layup",200,20501229,34.0443,0,0,-118.2698,3,2,0,"2005",37,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/19/2006","LAL vs. NOK","NOP",9693,14426,70,95.79,9706,12,5,1,2,6,5,20,217,1223,3.52766261770137,-6.90775527898214,3.76120011569356
"Driving Layup Shot","Layup",318,20600029,34.0443,0,0,-118.2698,2,3,0,"2006",39,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/3/2006","LAL vs. SEA","SEA",9718,15213,70,94.5,9720,12,5,1,2,6,5,29,159,2001,3.52766261770137,-6.90775527898214,3.76120011569356
"Driving Layup Shot","Layup",399,20600029,34.0443,0,0,-118.2698,5,4,0,"2006",41,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/3/2006","LAL vs. SEA","SEA",9720,15213,70,94.5,9721,12,5,1,2,6,5,29,341,2539,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",212,20600066,34.0143,154,30,-118.1158,3,2,0,"2006",41,15,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","11/8/2006","LAL @ POR","POR",9744,14822,72,99.31,9754,26,4,1,6,5,3,26,221,1219,3.52678102442902,2.70811686554675,4.29045944114839
"Jump Shot","Jump Shot",237,20600066,33.9533,223,91,-118.0468,0,2,0,"2006",33,24,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","11/8/2006","LAL @ POR","POR",9745,14822,72,99.31,9755,26,4,2,5,1,2,26,33,1407,3.52498605104822,3.17809549614658,4.89783979995091
"Driving Layup Shot","Layup",242,20600066,34.0443,0,0,-118.2698,0,2,0,"2006",0,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/8/2006","LAL @ POR","POR",9746,14822,72,99.31,9756,12,5,1,2,6,5,26,0,1440,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",316,20600066,33.9493,-223,95,-118.4928,2,3,0,"2006",24,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","11/8/2006","LAL @ POR","POR",9753,14822,72,99.31,9757,26,4,2,3,1,2,26,144,2016,3.52486823523544,3.17809549614658,4.92725368515721
"Layup Shot","Layup",79,20600081,34.0443,0,0,-118.2698,2,1,0,"2006",8,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/10/2006","LAL vs. DET","DET",9758,14012,70,94.31,9764,27,5,1,2,6,5,9,128,592,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",171,20600081,34.0343,169,10,-118.1008,5,2,0,"2006",25,16,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/10/2006","LAL vs. DET","DET",9759,14012,70,94.31,9765,26,4,1,6,5,1,9,325,1115,3.52736883962509,2.77265122028674,3.97029191355212
"Jump Shot","Jump Shot",373,20600081,33.8503,71,194,-118.1988,7,4,0,"2006",31,20,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/10/2006","LAL vs. DET","DET",9763,14012,70,94.31,9766,26,4,1,5,5,1,9,451,2429,3.52194786194826,2.99578227230403,5.46806014113513
"Jump Shot","Jump Shot",418,20600081,33.7913,-44,253,-118.3138,3,4,0,"2006",28,25,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","11/10/2006","LAL vs. DET","DET",9766,14012,70,94.31,9767,26,4,2,2,1,2,9,208,2672,3.52020337290712,3.21891582406822,5.69035945432406
"Jump Shot","Jump Shot",424,20600081,33.9063,-200,138,-118.4698,3,4,0,"2006",5,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","11/10/2006","LAL vs. DET","DET",9767,14012,70,94.31,9768,26,4,2,3,1,2,9,185,2695,3.52360083782812,3.17809549614658,5.19849703126583
"Running Jump Shot","Jump Shot",233,20600096,33.9493,43,95,-118.2268,0,2,0,"2006",0,10,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","11/12/2006","LAL vs. MEM","MEM",9777,15761,69,96.06,9784,41,4,1,2,3,3,14,0,1440,3.52486823523544,2.30268508799438,4.92725368515721
"Jump Shot","Jump Shot",342,20600096,33.8353,-6,209,-118.2758,1,3,0,"2006",31,20,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/12/2006","LAL vs. MEM","MEM",9781,15761,69,96.06,9785,26,4,1,2,5,1,14,91,2069,3.52150463620318,2.99578227230403,5.52942908751142
"Jump Shot","Jump Shot",120,20600127,33.9733,-232,71,-118.5018,0,1,0,"2006",9,24,NA,"3PT Field Goal","Left Side(L)","Left Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","11/17/2006","LAL vs. TOR","TOR",9789,15958,68,91.72,9801,26,4,2,4,4,2,30,9,711,3.52557492199357,3.17809549614658,4.7361984483945
"Jump Shot","Jump Shot",130,20600127,34.0573,156,-13,-118.1138,11,2,0,"2006",14,15,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","11/17/2006","LAL vs. TOR","TOR",9790,15958,68,91.72,9802,26,4,1,6,5,3,30,674,766,3.5280444002192,2.70811686554675,3.40119738166216
"Jump Shot","Jump Shot",440,20600127,33.9443,-66,100,-118.3358,5,4,0,"2006",45,11,NA,"2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","11/17/2006","LAL vs. TOR","TOR",9799,15958,68,91.72,9803,26,4,1,4,3,3,30,345,2535,3.52472094594723,2.3979861777573,4.96284463025991
"Jump Shot","Jump Shot",469,20600127,33.8633,-187,181,-118.4568,2,4,0,"2006",4,26,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","11/17/2006","LAL vs. TOR","TOR",9802,15958,68,91.72,9804,26,4,2,3,1,2,30,124,2756,3.52233183208601,3.25813499882032,5.41164605185504
"Reverse Layup Shot","Layup",63,20600142,34.0443,0,0,-118.2698,4,1,0,"2006",32,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/19/2006","LAL vs. CHI","CHI",9805,14947,68,97.21,9815,34,5,1,2,6,5,5,272,448,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",170,20600142,34.0343,54,10,-118.2158,7,2,0,"2006",33,5,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/19/2006","LAL vs. CHI","CHI",9807,14947,68,97.21,9816,26,4,1,2,3,5,5,453,987,3.52736883962509,1.60963789243677,3.97029191355212
"Jump Shot","Jump Shot",271,20600142,33.9603,-100,84,-118.3698,9,3,0,"2006",17,13,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","11/19/2006","LAL vs. CHI","CHI",9812,14947,68,97.21,9817,26,4,1,4,5,3,5,557,1603,3.52519219532639,2.56502627758003,4.84418708645859
"Jump Shot","Jump Shot",492,20600142,33.8913,-90,153,-118.3598,1,4,0,"2006",41,17,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/19/2006","LAL vs. CHI","CHI",9818,14947,68,97.21,9818,26,4,1,3,5,1,5,101,2779,3.52315834428131,2.83327216585559,5.27811465923052
"Driving Layup Shot","Layup",15,20600157,34.0443,0,0,-118.2698,9,1,0,"2006",40,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/21/2006","LAL vs. LAC","LAC",9820,16543,72,96.78,9837,12,5,1,2,6,5,13,580,140,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",33,20600157,33.8883,-113,156,-118.3828,7,1,0,"2006",52,19,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/21/2006","LAL vs. LAC","LAC",9822,16543,72,96.78,9838,26,4,1,3,5,1,13,472,248,3.52306982207103,2.94449160936039,5.29330482472449
"Layup Shot","Layup",57,20600157,34.0443,0,0,-118.2698,5,1,0,"2006",24,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/21/2006","LAL vs. LAC","LAC",9824,16543,72,96.78,9839,27,5,1,2,6,5,13,324,396,3.52766261770137,-6.90775527898214,3.76120011569356
"Layup Shot","Layup",373,20600157,34.0443,0,0,-118.2698,2,3,0,"2006",46,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/21/2006","LAL vs. LAC","LAC",9834,16543,72,96.78,9840,27,5,1,2,6,5,13,166,1994,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",409,20600157,33.9143,102,130,-118.1678,0,3,0,"2006",0,16,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/21/2006","LAL vs. LAC","LAC",9836,16543,72,96.78,9841,26,4,1,5,5,1,13,0,2160,3.52383675435016,2.77265122028674,5.15329159449778
"Jump Shot","Jump Shot",84,20600181,33.9703,153,74,-118.1168,3,1,0,"2006",9,16,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/24/2006","LAL @ UTA","UTA",9847,14039,69,92.08,9859,26,4,1,6,5,1,31,189,531,3.52548661345525,2.77265122028674,4.76217393479776
"Follow Up Dunk Shot","Dunk",35,20600199,34.0443,0,0,-118.2698,6,1,0,"2006",58,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/26/2006","LAL vs. NJN","NJN",9864,13730,69,93.72,9880,21,2,1,2,6,5,18,418,302,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",87,20600199,33.8203,141,224,-118.1288,0,1,0,"2006",36,26,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","11/26/2006","LAL vs. NJN","NJN",9869,13730,69,93.72,9881,26,4,2,5,1,2,18,36,684,3.52106121392193,3.25813499882032,5.58724865840025
"Jump Shot","Jump Shot",282,20600199,33.8893,161,155,-118.1088,5,3,0,"2006",3,22,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/26/2006","LAL vs. NJN","NJN",9875,13730,69,93.72,9882,26,4,1,5,5,1,18,303,1857,3.52309933034515,3.09108790687074,5.28826703069454
"Jump Shot","Jump Shot",421,20600199,33.8553,1,189,-118.2688,4,4,0,"2006",25,18,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/26/2006","LAL vs. NJN","NJN",9880,13730,69,93.72,9883,26,4,1,2,5,1,18,265,2615,3.52209556021868,2.89042731190857,5.44673737166631
"Driving Layup Shot","Layup",182,20600212,34.0443,0,0,-118.2698,5,2,0,"2006",31,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/28/2006","LAL vs. MIL","MIL",9889,13520,69,90.89,9905,12,5,1,2,6,5,16,331,1109,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",290,20600212,33.8063,-95,238,-118.3648,6,3,0,"2006",11,25,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","11/28/2006","LAL vs. MIL","MIL",9894,13520,69,90.89,9906,26,4,2,3,1,2,16,371,1789,3.52064717565296,3.21891582406822,5.63835466933375
"Dunk Shot","Dunk",31,20600223,34.0443,0,0,-118.2698,7,1,0,"2006",18,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/30/2006","LAL vs. UTA","UTA",9909,17301,70,96.39,9929,15,2,1,2,6,5,31,438,282,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",107,20600223,33.8293,18,215,-118.2518,11,2,0,"2006",11,21,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/30/2006","LAL vs. UTA","UTA",9915,17301,70,96.39,9930,26,4,1,2,5,1,31,671,769,3.52132729088478,3.04457005563729,5.55295958492162
"Jump Shot","Jump Shot",222,20600223,33.9783,21,66,-118.2488,2,2,0,"2006",9,6,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/30/2006","LAL vs. UTA","UTA",9919,17301,70,96.39,9931,26,4,1,2,3,5,31,129,1311,3.5257220855632,1.79192612200738,4.69134788222914
"Driving Layup Shot","Layup",227,20600223,34.0443,0,0,-118.2698,1,2,0,"2006",42,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/30/2006","LAL vs. UTA","UTA",9920,17301,70,96.39,9932,12,5,1,2,6,5,31,102,1338,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Bank Shot","Jump Shot",122,20600242,33.9453,92,99,-118.1778,11,2,0,"2006",25,13,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/2/2006","LAL @ LAC","LAC",9940,16470,65,94.86,9954,24,4,1,6,5,3,13,685,755,3.52475040554045,2.56502627758003,4.95582705760126
"Running Jump Shot","Jump Shot",305,20600242,34.0223,-94,22,-118.3638,3,3,0,"2006",8,9,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/2/2006","LAL @ LAC","LAC",9946,16470,65,94.86,9955,41,4,1,4,5,3,13,188,1972,3.52701619197228,2.19733568227495,4.17438726989564
"Driving Layup Shot","Layup",36,20600254,34.0443,0,0,-118.2698,8,1,0,"2006",11,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/4/2006","LAL vs. IND","IND",9958,13681,71,91.45,9970,12,5,1,2,6,5,12,491,229,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",39,20600254,33.8143,112,230,-118.1578,7,1,0,"2006",42,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/4/2006","LAL vs. IND","IND",9959,13681,71,91.45,9971,26,4,2,5,1,2,12,462,258,3.52088378994024,3.21891582406822,5.60947179518496
"Fadeaway Jump Shot","Jump Shot",24,20600270,33.9403,61,104,-118.2088,9,1,0,"2006",1,12,NA,"2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","12/6/2006","LAL vs. NOK","NOP",9973,14414,70,94.71,9983,17,4,1,6,3,3,20,541,179,3.52460309889489,2.4849899796493,4.99043258677874
"Jump Shot","Jump Shot",91,20600270,33.9293,-184,115,-118.4538,1,1,0,"2006",17,21,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/6/2006","LAL vs. NOK","NOP",9976,14414,70,94.71,9984,26,4,1,4,5,1,20,77,643,3.52427894787304,3.04457005563729,5.06259503302697
"Jump Shot","Jump Shot",165,20600270,33.9113,213,133,-118.0568,6,2,0,"2006",39,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/6/2006","LAL vs. NOK","NOP",9978,14414,70,94.71,9985,26,4,2,5,1,2,20,399,1041,3.52374829217653,3.21891582406822,5.17048399503815
"Jump Shot","Jump Shot",249,20600270,33.8343,143,210,-118.1268,9,3,0,"2006",34,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/6/2006","LAL vs. NOK","NOP",9982,14414,70,94.71,9986,26,4,2,5,1,2,20,574,1586,3.52147508083415,3.21891582406822,5.53338948872752
"Jump Shot","Jump Shot",435,20600270,34.0523,236,-8,-118.0338,2,4,0,"2006",24,23,NA,"3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","12/6/2006","LAL vs. NOK","NOP",9987,14414,70,94.71,9987,26,4,2,6,7,2,20,144,2736,3.52789757803821,3.13553769324487,3.55534806148941
"Jump Shot","Jump Shot",438,20600270,34.0093,3,35,-118.2668,1,4,0,"2006",52,3,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/6/2006","LAL vs. NOK","NOP",9988,14414,70,94.71,9988,26,4,1,2,6,5,20,112,2768,3.52663401662558,1.09894556645823,4.35670882668959
"Jump Shot","Jump Shot",75,20600299,33.8813,-5,163,-118.2748,2,1,0,"2006",29,16,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/10/2006","LAL vs. SAS","SAS",9992,16808,71,95.4,10007,26,4,1,2,5,1,28,149,571,3.52286323976791,2.77265122028674,5.32787616878958
"Jump Shot","Jump Shot",212,20600299,33.5483,-172,496,-118.4418,0,2,0,"2006",0,52,NA,"3PT Field Goal","Back Court(BC)","Backcourt","Back Court Shot",1610612747,"Los Angeles Lakers","12/10/2006","LAL vs. SAS","SAS",10000,16808,71,95.4,10008,26,4,2,1,2,4,28,0,1440,3.51298619149306,3.95126294916575,6.289715570909
"Running Jump Shot","Jump Shot",237,20600299,34.0133,34,31,-118.2358,8,3,0,"2006",55,4,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/10/2006","LAL vs. SAS","SAS",10002,16808,71,95.4,10009,41,4,1,2,3,5,28,535,1625,3.52675162459718,1.3865443298751,4.30406509320417
